"date";"time";"product";"shop_id"
20140104;900;"Banana";"18"
20140104;900;"Banana";"18"
20140104;924;"Banana";"18"
20140104;929;"Banana";"18"
20140104;932;"Banana";"18"
20140104;948;"Banana";"18"
20140104;957;"Banana";"18"
20140104;1002;"Banana";"18"
20140104;1013;"Banana";"18"
20140104;1019;"Banana";"18"
20140104;1019;"Banana";"18"
20140104;1028;"Banana";"18"
20140104;1032;"Banana";"18"
20140104;1033;"Banana";"18"
20140104;1048;"Banana";"18"
20140104;1052;"Banana";"18"
20140104;1106;"Banana";"18"
20140104;1107;"Banana";"18"
20140104;1107;"Banana";"18"
20140104;1109;"Banana";"18"
20140104;1110;"Banana";"18"
20140104;1110;"Banana";"18"
20140104;1113;"Banana";"18"
20140104;1128;"Banana";"18"
20140104;1131;"Banana";"18"
20140104;1131;"Banana";"18"
20140104;1135;"Banana";"18"
20140104;1137;"Banana";"18"
20140104;1138;"Banana";"18"
20140104;1141;"Banana";"18"
20140104;1142;"Banana";"18"
20140104;1146;"Banana";"18"
20140104;1149;"Banana";"18"
20140104;1201;"Banana";"18"
20140104;1201;"Banana";"18"
20140104;1204;"Banana";"18"
20140104;1206;"Banana";"18"
20140104;1210;"Banana";"18"
20140104;1211;"Banana";"18"
20140104;1217;"Banana";"18"
20140104;1220;"Banana";"18"
20140104;1222;"Banana";"18"
20140104;1223;"Banana";"18"
20140104;1225;"Banana";"18"
20140104;1228;"Banana";"18"
20140104;1230;"Banana";"18"
20140104;1230;"Banana";"18"
20140104;1235;"Banana";"18"
20140104;1239;"Banana";"18"
20140104;1239;"Banana";"18"
20140104;1241;"Banana";"18"
20140104;1254;"Banana";"18"
20140104;1255;"Banana";"18"
20140104;1257;"Banana";"18"
20140104;1259;"Banana";"18"
20140104;1305;"Banana";"18"
20140104;1305;"Banana";"18"
20140104;1309;"Banana";"18"
20140104;1310;"Banana";"18"
20140104;1317;"Banana";"18"
20140104;1317;"Banana";"18"
20140104;1321;"Banana";"18"
20140104;1322;"Banana";"18"
20140104;1322;"Banana";"18"
20140104;1323;"Banana";"18"
20140104;1324;"Banana";"18"
20140104;1324;"Banana";"18"
20140104;1331;"Banana";"18"
20140104;1333;"Banana";"18"
20140104;1337;"Banana";"18"
20140104;1345;"Banana";"18"
20140104;1347;"Banana";"18"
20140104;1347;"Banana";"18"
20140104;1347;"Banana";"18"
20140104;1348;"Banana";"18"
20140104;1349;"Banana";"18"
20140104;1353;"Banana";"18"
20140104;1354;"Banana";"18"
20140104;1357;"Banana";"18"
20140104;1359;"Banana";"18"
20140104;1400;"Banana";"18"
20140104;1403;"Banana";"18"
20140104;1404;"Banana";"18"
20140104;1408;"Banana";"18"
20140104;1411;"Banana";"18"
20140104;1412;"Banana";"18"
20140104;1412;"Banana";"18"
20140104;1413;"Banana";"18"
20140104;1413;"Banana";"18"
20140104;1416;"Banana";"18"
20140104;1417;"Banana";"18"
20140104;1419;"Banana";"18"
20140104;1419;"Banana";"18"
20140104;1420;"Banana";"18"
20140104;1420;"Banana";"18"
20140104;1423;"Banana";"18"
20140104;1424;"Banana";"18"
20140104;1425;"Banana";"18"
20140104;1426;"Banana";"18"
20140104;1426;"Banana";"18"
20140104;1427;"Banana";"18"
20140104;1430;"Banana";"18"
20140104;1432;"Banana";"18"
20140104;1432;"Banana";"18"
20140104;1435;"Banana";"18"
20140104;1437;"Banana";"18"
20140104;1438;"Banana";"18"
20140104;1439;"Banana";"18"
20140104;1439;"Banana";"18"
20140104;1439;"Banana";"18"
20140104;1440;"Banana";"18"
20140104;1441;"Banana";"18"
20140104;1443;"Banana";"18"
20140104;1447;"Banana";"18"
20140104;1449;"Banana";"18"
20140104;1449;"Banana";"18"
20140104;1451;"Banana";"18"
20140104;1453;"Banana";"18"
20140104;1453;"Banana";"18"
20140104;1453;"Banana";"18"
20140104;1455;"Banana";"18"
20140104;1459;"Banana";"18"
20140104;1507;"Banana";"18"
20140104;1508;"Banana";"18"
20140104;1508;"Banana";"18"
20140104;1510;"Banana";"18"
20140104;1514;"Banana";"18"
20140104;1525;"Banana";"18"
20140104;1532;"Banana";"18"
20140104;1534;"Banana";"18"
20140104;1535;"Banana";"18"
20140104;1536;"Banana";"18"
20140104;1536;"Banana";"18"
20140104;1539;"Banana";"18"
20140104;1542;"Banana";"18"
20140104;1545;"Banana";"18"
20140104;1545;"Banana";"18"
20140104;1548;"Banana";"18"
20140104;1548;"Banana";"18"
20140104;1550;"Banana";"18"
20140104;1553;"Banana";"18"
20140104;1558;"Banana";"18"
20140104;1600;"Banana";"18"
20140104;1604;"Banana";"18"
20140104;1606;"Banana";"18"
20140104;1607;"Banana";"18"
20140104;1610;"Banana";"18"
20140104;1612;"Banana";"18"
20140104;1613;"Banana";"18"
20140104;1615;"Banana";"18"
20140104;1617;"Banana";"18"
20140104;1618;"Banana";"18"
20140104;1624;"Banana";"18"
20140104;1626;"Banana";"18"
20140104;1628;"Banana";"18"
20140104;1631;"Banana";"18"
20140104;1633;"Banana";"18"
20140104;1635;"Banana";"18"
20140104;1637;"Banana";"18"
20140104;1640;"Banana";"18"
20140104;1645;"Banana";"18"
20140104;1647;"Banana";"18"
20140104;1648;"Banana";"18"
20140104;1650;"Banana";"18"
20140104;1652;"Banana";"18"
20140104;1652;"Banana";"18"
20140104;1655;"Banana";"18"
20140104;1657;"Banana";"18"
20140104;1657;"Banana";"18"
20140104;1658;"Banana";"18"
20140104;1702;"Banana";"18"
20140104;1703;"Banana";"18"
20140104;1705;"Banana";"18"
20140104;1714;"Banana";"18"
20140104;1721;"Banana";"18"
20140104;1721;"Banana";"18"
20140104;1723;"Banana";"18"
20140104;1723;"Banana";"18"
20140104;1724;"Banana";"18"
20140104;1725;"Banana";"18"
20140104;1732;"Banana";"18"
20140104;1735;"Banana";"18"
20140104;1739;"Banana";"18"
20140104;1741;"Banana";"18"
20140104;1741;"Banana";"18"
20140104;1742;"Banana";"18"
20140104;1746;"Banana";"18"
20140104;1748;"Banana";"18"
20140104;1748;"Banana";"18"
20140104;1749;"Banana";"18"
20140104;1749;"Banana";"18"
20140104;1750;"Banana";"18"
20140104;1813;"Banana";"18"
20140104;1814;"Banana";"18"
20140104;1816;"Banana";"18"
20140104;1819;"Banana";"18"
20140104;1821;"Banana";"18"
20140104;1824;"Banana";"18"
20140104;1824;"Banana";"18"
20140104;1827;"Banana";"18"
20140104;1828;"Banana";"18"
20140104;1829;"Banana";"18"
20140104;1830;"Banana";"18"
20140104;1831;"Banana";"18"
20140104;1831;"Banana";"18"
20140104;1836;"Banana";"18"
20140104;1838;"Banana";"18"
20140104;1841;"Banana";"18"
20140104;1841;"Banana";"18"
20140104;1842;"Banana";"18"
20140104;1844;"Banana";"18"
20140104;1850;"Banana";"18"
20140104;1851;"Banana";"18"
20140104;1851;"Banana";"18"
20140104;1851;"Banana";"18"
20140104;1855;"Banana";"18"
20140104;1856;"Banana";"18"
20140104;1901;"Banana";"18"
20140104;1905;"Banana";"18"
20140104;1906;"Banana";"18"
20140104;1908;"Banana";"18"
20140104;1909;"Banana";"18"
20140104;1911;"Banana";"18"
20140104;1912;"Banana";"18"
20140104;1912;"Banana";"18"
20140104;1913;"Banana";"18"
20140104;1918;"Banana";"18"
20140104;1924;"Banana";"18"
20140104;1925;"Banana";"18"
20140104;1927;"Banana";"18"
20140104;1932;"Banana";"18"
20140104;1937;"Banana";"18"
20140104;1942;"Banana";"18"
20140104;1951;"Banana";"18"
20140104;1951;"Banana";"18"
20140104;2002;"Banana";"18"
20140104;2007;"Banana";"18"
20140104;2007;"Banana";"18"
20140104;2009;"Banana";"18"
20140104;2009;"Banana";"18"
20140104;2016;"Banana";"18"
20140104;2016;"Banana";"18"
20140104;2017;"Banana";"18"
20140104;2024;"Banana";"18"
20140104;2025;"Banana";"18"
20140104;2036;"Banana";"18"
20140104;2041;"Banana";"18"
20140104;2043;"Banana";"18"
20140104;2044;"Banana";"18"
20140104;2048;"Banana";"18"
20140104;2049;"Banana";"18"
20140104;2054;"Banana";"18"
20140104;2056;"Banana";"18"
20140104;2058;"Banana";"18"
20140104;2058;"Banana";"18"
20140104;2109;"Banana";"18"
20140104;2112;"Banana";"18"
20140104;2115;"Banana";"18"
20140104;2135;"Banana";"18"
20140104;2137;"Banana";"18"
20140104;2144;"Banana";"18"
