x	y
0.686814155298479	2.01936062357602
7.04490975044324	7.50347859938631
-0.776575029757793	3.34303855684271
-2.01845212277436	-5.97813160376561
-2.2467097736	-3.64845814732417
2.74182626703889	2.04877927888991
1.47319877585523	-0.511486989742712
3.28692337099043	7.82385706410867
1.85458369026122	4.72622811378786
-2.50262846596678	-7.98997947286281
-3.02605139335877	-3.7793393612292
-2.66268482529256	-9.98019594126558
-4.53724639958033	-7.89461203524422
1.42991650856385	-4.77644077945683
3.56032344484917	2.38512654273185
-3.65164639656725	-7.88234850227892
2.4440555626399	2.17587193880608
2.22071988972497	2.75399776717508
1.40698931505649	12.4763287470362
-2.38757149512756	0.606984432715491
1.15342370019257	0.0182008821766348
2.1184763216366	3.72642486287627
-0.441095837476181	1.49095242256209
1.96057790742855	7.48476578643314
-5.61283150364176	-10.9606775810452
1.66662637743104	6.40865632850486
0.196062009617149	1.60349446168044
0.491634842715225	0.567676891787516
1.623016986158	1.84686328850243
2.02897865722932	3.47662253003617
-1.92979115682278	-2.88742783912362
-2.57699484315082	1.31404611626512
-1.07498009923521	4.27732685717128
5.35501052841089	6.9906217085545
2.34901460772886	-1.23519537109441
0.76089269399138	-5.33458041911389
1.09457665069495	5.58466203862665
-1.67938403317742	6.2447921296297
0.329124299130882	2.77854548960524
-2.15340008470939	2.82687443999506
-0.361510570335313	6.10883484359533
-3.26250512437151	-4.36463325346702
1.28473998127422	-5.38925922174451
-2.47238816302474	-9.91721242397193
-0.154063647886135	0.53458715036108
-6.94278061457952	-17.2510340743286
1.0472384122271	-1.25943014285715
-0.740165314406407	-5.28875325505813
0.539538240130644	-8.48796709785787
-1.34408680092478	-4.89442767943187
-2.75368262319692	-2.85668641813717
-0.16646143608937	0.838972942851639
3.30938109866891	5.13170198251209
2.32934094284569	5.69337973677425
-1.49837105164002	0.0108741639870926
-2.05636476379803	-11.5741147001821
-0.0875365773769565	4.11567667594795
3.79035826498105	5.24408075918687
4.41189653169989	8.50298509770385
1.46901323197214	4.93032702095022
-3.70420664159002	-9.74158876814211
-0.736583210918602	-0.834239413534069
-2.11988418720769	-5.89390774679036
3.89411322996054	8.29705145671169
-6.39298944303973	-8.56522903067323
2.24027567584259	0.27810718911692
0.623483716605746	2.85081726045505
-1.17825570187635	5.81676595506777
-2.18132162463474	-8.2864073623761
-5.40562890319851	-14.1332721412329
4.61529409393905	8.72181375036026
0.84436114285809	0.0402631422929971
3.82373359396413	5.69143704384482
3.562339285619	7.73245739132428
7.29627976222215	9.64783900479293
2.55261872202041	4.22567617164327
1.64329932595091	-6.17923332528251
1.10561684859165	6.77206680976528
0.48626639961523	-5.34317792539855
1.17889584635312	1.39322390161684
-1.77176488121539	0.164195033326454
3.36403832977341	12.4503809631601
2.76153472252168	5.3614468492334
1.96860323108241	4.26187655631511
-4.24960881320921	-1.47333941772258
-2.52636634250456	-5.87090753615404
1.08498114029472	6.97338646063758
3.69431460379031	5.29725050922047
-1.37257328092557	-5.8811905284505
-4.71876141332558	-8.53509729349445
-2.67613142764393	-0.311743391463763
-4.5033929038643	-6.2981108324584
4.03084149967242	8.1430243431861
0.0124228767693802	8.71795306152712
-0.351617470179755	-0.404825709591203
5.11834553528424	6.58015933915096
-1.64699310138391	-2.93019727162633
